"code_insee","nom_officiel","code_postal","population","superficie_cadastrale","Longitude","Latitude","CHELSA_bio01_1981.2010_V.2.1","CHELSA_bio04_1981.2010_V.2.1","CHELSA_bio12_1981.2010_V.2.1","CHELSA_bio15_1981.2010_V.2.1","SOILGRID_phh2o_Fr","SOILGRID_wv0033_Fr"
"01001","L'Abergement-Clémenciat","01400",859,1590,4.92584745116034,46.1537205149878,12.0061159133911,634.423828125,1065.01086425781,16.0335750579834,59.3393402099609,267.089965820312
"02716","Servais","02700",290,550,3.34220276495231,49.6191849910786,10.7728500366211,545.608032226562,711.339599609375,12.0373611450195,62.5455627441406,365.525573730469
"01002","L'Abergement-de-Varey","01640",273,920,5.42808746858132,46.0096067901228,10.7396669387817,639.189697265625,1648.23571777344,13.7933588027954,61.7412223815918,313.918518066406
"01004","Ambérieu-en-Bugey","01500",15554,2460,5.37227960178162,45.9610470287088,11.3340702056885,648.513977050781,1472.59716796875,15.127477645874,46.8028182983398,235.191757202148
"01005","Ambérieux-en-Dombes","01330",1917,1590,4.91197363536184,45.9961605162109,11.7564535140991,635.795776367188,1048.93237304688,18.1376647949219,56.4584007263184,262.710845947266
"01006","Ambléon","01300",114,590,5.59459117119643,45.7498837074878,10.3018016815186,641.753967285156,1516.73132324219,14.1801481246948,61.7432441711426,317.081146240234
"01031","Bellignat","01100",3581,780,5.63591741023997,46.2381507285433,9.63471221923828,619.826232910156,1864.125,12.2915086746216,44.3777885437012,237.797241210938
"01007","Ambronay","01500",2828,3350,5.35775570878334,46.0056918416647,11.7263202667236,653.497741699219,1393.30651855469,15.6290836334229,61.1175537109375,284.478149414062
"01008","Ambutrix","01500",764,520,5.33244267802531,45.9366823605972,11.9349956512451,658.011413574219,1339.53149414062,16.0663948059082,61.91748046875,282.345581054688
"01009","Andert-et-Condon","01300",335,690,5.65780025647846,45.7871952139771,11.9525527954102,682.18408203125,1097.2978515625,16.2846336364746,65.7549133300781,307.717102050781
"01010","Anglefort","01350",1150,2930,5.79505856050457,45.9090883493749,9.61153411865234,636.971923828125,1460.25549316406,14.7362356185913,61.3482856750488,300.053802490234
"01169","Genouilleux","01090",675,410,4.79328512149444,46.1204994999018,12.1715497970581,644.10009765625,936.687255859375,15.5395011901855,56.5839195251465,243.235214233398
"01011","Apremont","01100",399,1460,5.65798138507397,46.2058785082365,8.10692596435547,594.419677734375,1909.85070800781,12.0764722824097,60.9422760009766,343.562896728516
"01012","Aranc","01110",329,2160,5.51094097699334,46.0012917546128,8.97403812408447,610.126586914062,1776.91784667969,13.0557813644409,60.9639549255371,324.181030273438
"01013","Arandas","01230",140,1410,5.49892936803579,45.8902285078213,9.43789672851562,618.50927734375,1693.97814941406,13.9098978042603,61.8101119995117,319.092163085938
"01014","Arbent","01100",3482,2350,5.69075263895521,46.2835999244365,9.34102535247803,615.824401855469,1799.46154785156,12.1924877166748,53.061897277832,289.711456298828
"01016","Arbigny","01190",459,1750,4.9601033225631,46.4776003286774,12.1954698562622,635.358764648438,933.597961425781,15.9241132736206,58.9947509765625,266.646423339844
"01015","Arboys en Bugey","01300",688,2250,5.64167504082714,45.7127891286002,11.7257041931152,676.087890625,1228.80310058594,14.2463407516479,64.8598861694336,318.788177490234
"01035","Belleydoux","01130",306,1760,5.78507205582804,46.2533366346654,7.88938331604004,595.384582519531,1821.94226074219,11.5305728912354,60.7084083557129,350.147430419922
"01017","Argis","01230",420,780,5.48259882122271,45.9335004421997,10.6136903762817,641.789978027344,1646.17614746094,13.5531606674194,60.7002563476562,298.319305419922
"01019","Armix","01510",25,680,5.58303328353278,45.8544903133553,8.98526477813721,613.902893066406,1573.34692382812,14.7231721878052,62.8518218994141,322.443664550781
"01021","Ars-sur-Formans","01480",1513,550,4.82196584510137,45.993536152047,11.9531507492065,640.986145019531,958.488403320312,17.8095359802246,57.2172393798828,250.897048950195
"01022","Artemare","01510",1141,380,5.69009111345818,45.8696278384064,12.0424451828003,685.162048339844,1106.3095703125,16.5402278900146,54.4410171508789,234.555709838867
"01023","Asnières-sur-Saône","01570",77,470,4.88370446177404,46.3852122360232,12.3311958312988,638.314208984375,897.391906738281,16.3673763275146,54.7400817871094,232.159393310547
"01026","Bâgé-le-Châtel","01380",987,90,4.92983621850066,46.3082763225615,12.2019357681274,633.219116210938,984.803649902344,15.648063659668,40.2078704833984,174.155578613281
"01060","Brénod","01110",547,2380,5.61440379180285,46.0756090686796,8.19265937805176,598.852722167969,1755.27954101562,12.6145629882812,61.5407867431641,333.911163330078
"01024","Attignat","01340",3372,1870,5.1798135877275,46.2860560592943,12.2566423416138,630.359375,1142.060546875,14.9293413162231,55.5915222167969,254.103118896484
"01025","Bâgé-Dommartin","01380",4057,5690,4.96699534935623,46.3274655976903,12.1886348724365,633.355529785156,1000.68121337891,15.6703824996948,62.4657859802246,265.909393310547
"02120","Brenelle","02220",194,430,3.54435690359154,49.3682809260427,10.5319976806641,552.38671875,717.267395019531,12.8999996185303,66.2127532958984,369.704315185547
"01027","Balan","01360",2878,1800,5.10800048337409,45.8309803526491,12.3892049789429,654.605712890625,947.258605957031,19.4924831390381,56.2913055419922,241.307998657227
"01028","Baneins","01990",618,890,4.90169078865362,46.1140648028498,12.0124340057373,637.204040527344,1048.59057617188,16.3460750579834,59.749210357666,264.322387695312
"01029","Beaupont","01270",717,1410,5.26034073068017,46.4286497075238,12.2787055969238,628.93994140625,1215.23754882812,15.1862373352051,61.0072746276855,276.736053466797
"01030","Beauregard","01480",826,90,4.75664205145371,46.0007212957263,12.1675643920898,649.037841796875,860.096801757812,17.3796806335449,41.7788009643555,171.596664428711
"01032","Béligneux","01360",3484,1330,5.14036170797157,45.8593112339904,12.232271194458,653.455749511719,1010.82952880859,18.4580020904541,58.2118301391602,256.875122070312
"01033","Valserhône","01200",16162,6250,5.79648777820069,46.1241093692561,9.31087589263916,624.367553710938,1351.96484375,13.9923553466797,57.0619316101074,284.892486572266
"01077","Challes-la-Montagne","01450",185,770,5.45751137502346,46.1222975039444,10.5225477218628,630.878112792969,1817.84802246094,13.2080764770508,62.8979454040527,306.849731445312
"01034","Belley","01300",9270,2240,5.68391051537968,45.7498831810824,12.0897417068481,687.605224609375,1050.21520996094,15.188328742981,54.3802070617676,257.783111572266
"01036","Valromey-sur-Séran","01260",1350,5670,5.65688561213531,45.91817363133,9.81053924560547,636.162475585938,1444.00122070312,16.1502876281738,64.1376037597656,314.476867675781
"01037","Bénonces","01470",311,1530,5.48311954669974,45.8381465034165,9.6612720489502,620.927429199219,1583.47631835938,13.8177328109741,62.1101531982422,323.805419921875
"01042","Bey","01290",290,280,4.84622975261977,46.2195237197558,12.1814947128296,637.645080566406,971.198852539062,15.330470085144,60.0787620544434,269.474731445312
"01038","Bény","01370",769,1820,5.28256031514519,46.3193862671424,12.2027387619019,631.484497070312,1267.46618652344,15.0505638122559,61.1012229919434,273.814910888672
"01040","Béréziat","01340",481,1080,5.03999356697909,46.3677068693459,12.2086658477783,631.861938476562,1035.34814453125,15.4895105361938,61.0771102905273,261.628662109375
"01041","Bettant","01500",762,340,5.36597407647287,45.937724774549,11.5768547058105,653.776672363281,1460.02136230469,15.2102108001709,60.7828674316406,301.706237792969
"01043","Beynost","01700",4936,1060,4.99743582832727,45.8394765013187,12.1248035430908,645.428771972656,954.120361328125,20.8394165039062,44.0387344360352,192.856857299805
"01044","Billiat","01200",669,1370,5.76554764640134,46.0794089647751,9.08074760437012,621.867919921875,1516.73889160156,14.7224111557007,61.3174247741699,305.637664794922
"01045","Birieux","01330",280,1580,5.03720570061393,45.9531849949119,11.8500003814697,641.945129394531,1001.28875732422,18.4149799346924,51.1486740112305,241.213470458984
"01054","Bourg-Saint-Christophe","01800",1540,900,5.14359782569922,45.8862434477713,12.053918838501,649.54150390625,1064.98229980469,17.8910522460938,62.3176651000977,280.007507324219
"01046","Biziat","01290",897,1140,4.9410812202291,46.2263374779566,12.2668771743774,636.577209472656,1027.13293457031,15.6805210113525,59.9543876647949,261.807739257812
"01047","Blyes","01150",1351,930,5.25165693166177,45.8470689851389,12.338921546936,660.605407714844,1067.7724609375,17.8582000732422,57.5765266418457,247.912231445312
"01049","La Boisse","01120",3401,940,5.02833734020804,45.844623944433,12.1842069625854,647.424621582031,971.484619140625,20.2618827819824,51.2241592407227,223.655212402344
"01050","Boissey","01190",390,910,4.99884577511029,46.3730370024601,12.1853666305542,632.961791992188,1000.59576416016,15.7494516372681,62.7948226928711,271.61767578125
"01051","Bolozon","01450",99,490,5.47045082714624,46.19634150723,11.0689859390259,637.885437011719,1807.26000976562,13.1527404785156,62.7335166931152,305.423767089844
"01052","Bouligneux","01330",323,2610,4.9923143233406,46.0230455277051,11.8443613052368,637.069274902344,1048.21740722656,17.5077438354492,55.993595123291,254.203689575195
"02198","Clamecy","02880",238,340,3.36380783059597,49.4285490886891,10.557689666748,546.131774902344,789.394287109375,13.143030166626,64.806755065918,358.524505615234
"01053","Bourg-en-Bresse","01000",42065,2390,5.24559260274147,46.2050136521444,12.1451454162598,635.26806640625,1191.66015625,15.5104751586914,27.595775604248,122.378723144531
"01056","Boyeux-Saint-Jérôme","01640",362,1690,5.4631168988736,46.0360484399985,10.2269144058228,630.329528808594,1718.33569335938,13.3136882781982,61.4115371704102,316.476867675781
"01058","Brégnier-Cordon","01300",812,1100,5.61681417486603,45.6413131116889,12.3147764205933,686.971984863281,1031.16638183594,13.8048391342163,59.8085136413574,290.56005859375
"02172","Chaudun","02200",244,850,3.25272339649754,49.3152568143752,10.4999704360962,546.177673339844,773.2314453125,13.1779794692993,69.9884262084961,358.317047119141
"01057","Boz","01190",509,730,4.91373056486676,46.4055287628854,12.2094583511353,635.862609863281,908.615844726562,16.2251415252686,57.450553894043,253.376983642578
"01428","Valeins","01140",131,440,4.8651807129197,46.1145763036156,11.9421539306641,636.462158203125,1038.71533203125,16.1611042022705,60.3566513061523,270.571624755859
"01061","Brens","01300",1117,690,5.68926461484132,45.7139384345797,12.2559909820557,691.361083984375,1064.09533691406,14.5875587463379,63.7103881835938,303.070404052734
"01062","Bressolles","01360",1003,770,5.10149263793896,45.869424130617,12.0098581314087,646.872192382812,1028.25866699219,18.647310256958,60.1009712219238,279.702941894531
"01063","Brion","01460",591,450,5.54651244195889,46.1681707789957,10.642186164856,637.054016113281,1866.89440917969,13.4277505874634,58.6426200866699,279.1552734375
"02152","Cerseuil","02220",88,460,3.51743388397197,49.3245026930356,10.6032886505127,554.561340332031,743.241271972656,12.8945655822754,66.8728561401367,364.181701660156
"01064","Briord","01470",1102,1230,5.48548549930472,45.7706284243206,11.9465475082397,667.91796875,1241.17749023438,14.6448640823364,57.5098304748535,281.859130859375
"01065","Buellas","01310",1884,1020,5.14527773110322,46.2105813881026,12.2108936309814,633.357666015625,1100.03588867188,15.1391105651855,54.6076507568359,243.410354614258
"01066","La Burbanche","01510",97,1080,5.54582364182587,45.8599406935393,10.3285503387451,638.759399414062,1630.18542480469,14.3967533111572,63.5232620239258,311.671752929688
"01067","Ceignes","01430",263,1000,5.49515775090104,46.1256184091974,9.58893966674805,615.799133300781,1942.05053710938,13.1177845001221,61.4792022705078,310.76220703125
"01174","Giron","01130",174,940,5.78090697331728,46.2237157773246,7.5331597328186,589.374084472656,1677.05029296875,11.6346492767334,60.9133644104004,347.277221679688
"01068","Cerdon","01450",755,1230,5.47611004155745,46.0719429461895,10.2884664535522,630.469421386719,1783.31201171875,13.1667642593384,61.4926910400391,310.101165771484
"01069","Certines","01240",1518,1590,5.26243239714981,46.133461312903,12.0450048446655,641.040466308594,1193.7412109375,16.0050582885742,58.0223960876465,258.662231445312
"01071","Cessy","01170",5570,640,6.07802843993257,46.3160941966973,10.5342435836792,643.028381347656,1220.45471191406,12.0609579086304,47.001407623291,197.967819213867
"01072","Ceyzériat","01250",3306,940,5.31967583528681,46.1834048621652,11.6424236297607,633.160766601562,1386.07275390625,14.9859771728516,52.7415008544922,234.986114501953
"01073","Ceyzérieu","01350",1028,1970,5.71910431795051,45.833503735946,11.9193696975708,684.725219726562,1028.26171875,15.1130247116089,63.806079864502,302.063903808594
"01082","Chanay","01420",595,1810,5.76869876447143,46.0058225416972,9.27175617218018,628.429809570312,1520.3525390625,15.0310974121094,60.9089851379395,306.817749023438
"01074","Chalamont","01320",2544,3290,5.16937208437102,46.0075720288562,11.8233184814453,643.536804199219,1088.06115722656,16.6639003753662,57.4080924987793,266.894195556641
"01075","Chaleins","01480",1436,1700,4.79863625922493,46.0339322857619,12.045916557312,643.153625488281,930.004638671875,16.7952156066895,60.2538108825684,263.828552246094
"01076","Chaley","01230",127,460,5.53696363496433,45.9543668308664,9.83565807342529,629.291076660156,1699.90234375,13.1116247177124,61.491569519043,323.183837890625
"01078","Challex","01630",1628,870,5.97149352310006,46.1768724921843,11.0642185211182,651.902099609375,1127.99487304688,14.232590675354,61.4646759033203,258.968994140625
"01101","Chevillard","01430",149,670,5.58139711838981,46.1105417743871,8.75182056427002,606.622802734375,1762.14758300781,12.6154413223267,62.0199317932129,331.529205322266
"01102","Chevroux","01190",981,1720,4.96295502861501,46.38246005485,12.1788396835327,633.466369628906,965.619812011719,15.9360656738281,62.198543548584,270.352294921875
"01079","Champagne-en-Valromey","01260",826,1820,5.69313132243703,45.9319582449248,10.2714576721191,647.198059082031,1250.0830078125,15.8905572891235,64.5451278686523,300.123413085938
"01080","Champdor-Corcelles","01110",655,3150,5.58801327203971,46.0285702669187,8.31522560119629,601.30126953125,1732.41845703125,12.9144620895386,61.9111404418945,340.443878173828
"01081","Champfromier","01410",709,3240,5.82226146437121,46.2204652631061,7.3940110206604,588.949584960938,1647.28552246094,11.6315107345581,58.7438087463379,347.519104003906
"01111","Conand","01230",136,1530,5.47535230658773,45.8840532156436,9.71544933319092,622.279846191406,1722.16577148438,13.8933916091919,61.440559387207,319.303955078125
"01083","Chaneins","01990",1041,1260,4.85430046677784,46.0935186133133,11.9348840713501,637.845947265625,1028.98559570312,16.2599353790283,59.3201141357422,264.217132568359
"01084","Chanoz-Châtenay","01400",943,1340,5.02887293571784,46.1857005888726,12.0958461761475,633.903015136719,1069.81140136719,15.5805282592773,59.5160217285156,265.680755615234
"01085","La Chapelle-du-Châtelard","01240",391,1340,5.02176900141377,46.0734027358235,11.907154083252,636.5751953125,1063.70678710938,16.6277923583984,59.8118629455566,274.815826416016
"01087","Charix","01130",280,1830,5.6807650911585,46.1856020018187,8.50526714324951,603.569885253906,1829.85815429688,12.2487459182739,61.1756935119629,338.210144042969
"01088","Charnoz-sur-Ain","01800",925,660,5.22197505197228,45.8741818746841,12.2497930526733,657.801025390625,1058.21313476562,17.7723751068115,62.0294609069824,267.510192871094
"02175","Chavigny","02880",159,530,3.30540172286408,49.4230600861741,10.6239280700684,546.721130371094,766.260925292969,13.2634134292603,66.1757736206055,358.320190429688
"01089","Château-Gaillard","01500",2408,1610,5.30731839978842,45.9728475232022,12.1492071151733,659.509582519531,1278.00390625,16.6306610107422,61.187557220459,267.115539550781
"01090","Châtenay","01320",358,1490,5.20459285469353,46.0258772709778,11.8135967254639,644.885192871094,1114.7900390625,16.5123081207275,60.8093566894531,289.033325195312
"01092","Châtillon-la-Palud","01320",1675,1400,5.24147593116061,45.9748300463061,11.8428478240967,649.461791992188,1230.6796875,16.6313076019287,59.5850715637207,288.804901123047
"01103","Chevry","01170",2301,580,6.04729466502209,46.2830554686585,10.6685037612915,646.260864257812,1235.25634765625,12.6212749481201,61.8915138244629,262.065307617188
"01104","Chézery-Forens","01200",436,4660,5.8724086373956,46.2225440600998,7.6699104309082,594.903564453125,1616.23181152344,11.9437122344971,59.8683013916016,346.103210449219
"01093","Châtillon-sur-Chalaronne","01400",5154,1800,4.95794679353835,46.1229240150625,12.0012378692627,635.777038574219,1061.69287109375,16.2923927307129,53.4548225402832,236.474594116211
"01112","Condamine","01430",477,460,5.55577358946228,46.1058491132037,9.74718284606934,624.0986328125,1791.19848632812,12.9718074798584,61.4895477294922,314.850067138672
"01094","Chavannes-sur-Reyssouze","01190",746,1660,5.00657166869222,46.4380559760408,12.1610202789307,632.61328125,986.944396972656,15.7261648178101,61.3275299072266,271.456085205078
"01225","Lurcy","01090",404,480,4.78068326730665,46.0619682304587,12.211971282959,646.760314941406,907.565246582031,16.1614780426025,58.6378364562988,254.340225219727
"01095","Nivigne et Suran","01250",822,3100,5.42659983290958,46.2837541406392,11.048623085022,627.188110351562,1701.52575683594,13.4203691482544,61.9069137573242,306.841857910156
"01109","Collonges","01550",2260,1620,5.89970625706646,46.1425440630447,9.32604598999023,622.686706542969,1482.93713378906,13.8888387680054,58.7958526611328,291.389801025391
"01096","Chaveyriat","01660",1057,1690,5.05603885173214,46.1993625967537,12.1471157073975,633.654174804688,1072.47277832031,15.3823881149292,57.9196319580078,258.835693359375
"01110","Colomieu","01300",164,600,5.62710557561237,45.7365446239001,11.5988302230835,672.041076660156,1341.62097167969,14.5965709686279,64.4671401977539,318.816772460938
"01180","Grilly","01220",873,750,6.11347928398272,46.3318349117208,10.3422517776489,637.967163085938,1276.78186035156,11.8495798110962,64.3131942749023,279.941009521484
"01098","Chazey-Bons","01300",1165,1540,5.67365671686684,45.8008074205883,11.9982051849365,683.956848144531,1063.13745117188,15.9837512969971,63.9760284423828,295.403930664062
"01181","Groissiat","01100",1216,630,5.61257063078048,46.226477869827,9.89456748962402,624.139770507812,1827.36840820312,12.4235782623291,52.3111877441406,265.253479003906
"01099","Chazey-sur-Ain","01150",1613,2200,5.25478225289197,45.8932328689676,12.2484502792358,659.473266601562,1151.05065917969,17.3687267303467,65.0182113647461,285.210723876953
"01100","Cheignieu-la-Balme","01510",130,630,5.60483982250951,45.8228970288977,10.5661449432373,648.657348632812,1481.55456542969,15.6900072097778,63.3937377929688,306.509185791016
